Course,Course Title,Instructor Name,Term,Section,TOTAL(COUNTD([COURSE_ID])),Avg. Number of Records,Number of Grades
CMSC396H,HONORS SEMINAR,"Levin, D.",Spring 2017,0101,863,1,10
CMSC396H,HONORS SEMINAR,"Levin, D.",Spring 2018,0101,863,1,32
CMSC396H,HONORS SEMINAR,"Levin, D.",Spring 2019,0101,863,1,28
CMSC396H,HONORS SEMINAR,"Levin, D.",Spring 2020,0101,863,1,17
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Fall 2016,0101,863,1,87
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Fall 2017,0101,863,1,88
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Fall 2018,0101,863,1,53
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Fall 2018,0201,863,1,88
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Fall 2019,0101,863,1,176
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Fall 2020,0101,863,1,176
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2016,0101,863,1,54
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2016,0201,863,1,53
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2017,0101,863,1,50
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2017,0201,863,1,83
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2018,0101,863,1,87
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2019,0101,863,1,86
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2019,0201,863,1,87
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Spring 2020,0101,863,1,185
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Sum II 2016,0201,863,1,46
CMSC411,SYSTM ARCHITECTURE,"Hugue, M.",Sum II 2017,0201,863,1,72
CMSC411,SYSTM ARCHITECTURE,"Yoon, I.",Spring 2018,0201,863,1,47
CMSC411,SYSTM ARCHITECTURE,"Yoon, I.",Spring 2019,0301,863,1,40
CMSC411,SYSTM ARCHITECTURE,"Yoon, I.",Sum II 2018,0201,863,1,68
CMSC411,SYSTM ARCHITECTURE,"Yoon, I.",Sum II 2019,0201,863,1,52
CMSC411,SYSTM ARCHITECTURE,"Yoon, I.",Sum II 2020,0201,863,1,72
CMSC412,OPERATING SYSTEMS,"Agrawala, A.",Fall 2019,0101,863,1,56
CMSC412,OPERATING SYSTEMS,"Agrawala, A.",Fall 2020,0101,863,1,79
CMSC412,OPERATING SYSTEMS,"Agrawala, A.",Spring 2019,0101,863,1,64
CMSC412,OPERATING SYSTEMS,"Agrawala, A.",Spring 2020,0101,863,1,54
CMSC412,OPERATING SYSTEMS,"Hollingsworth, J.",Spring 2016,0101,863,1,48
CMSC412,OPERATING SYSTEMS,"Hollingsworth, J.",Spring 2017,0101,863,1,37
CMSC412,OPERATING SYSTEMS,"Shankar, A.",Fall 2018,0101,863,1,41
CMSC412,OPERATING SYSTEMS,"Shankar, A.",Spring 2018,0101,863,1,41
CMSC412,OPERATING SYSTEMS,"Spring, N.",Fall 2016,0101,863,1,49
CMSC412,OPERATING SYSTEMS,"Spring, N.",Fall 2017,0101,863,1,51
CMSC414,CMPTR & NETWORK SECURITY,"Levin, D.",Fall 2020,0201,863,1,109
CMSC414,CMPTR & NETWORK SECURITY,"Levin, D.",Spring 2016,0101,863,1,88
CMSC414,CMPTR & NETWORK SECURITY,"Levin, D.",Spring 2018,0101,863,1,156
CMSC414,CMPTR & NETWORK SECURITY,"Levin, D.",Spring 2019,0101,863,1,87
CMSC414,CMPTR & NETWORK SECURITY,"Levin, D.",Spring 2019,0201,863,1,116
CMSC414,CMPTR & NETWORK SECURITY,"Levin, D.",Spring 2020,0201,863,1,99
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Fall 2017,0101,863,1,76
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Fall 2017,0301,863,1,77
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Fall 2018,0101,863,1,114
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Fall 2019,0101,863,1,69
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Fall 2019,0201,863,1,55
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Fall 2020,0101,863,1,101
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Spring 2018,0201,863,1,81
CMSC414,CMPTR & NETWORK SECURITY,"Marsh, M.",Spring 2020,0101,863,1,93
CMSC414,CMPTR & NETWORK SECURITY,"Mazurek, M.",Fall 2016,0201,863,1,87
CMSC414,CMPTR & NETWORK SECURITY,"Mazurek, M.",Fall 2017,0201,863,1,85
CMSC414,CMPTR & NETWORK SECURITY,"Mazurek, M.",Spring 2019,0101,863,1,87
CMSC414,CMPTR & NETWORK SECURITY,"Mazurek, M.",Spring 2019,0201,863,1,116
CMSC414,CMPTR & NETWORK SECURITY,"Shankar, A.",Spring 2017,0101,863,1,83
CMSC414,CMPTR & NETWORK SECURITY,"Shankar, A.",Spring 2017,0201,863,1,52
CMSC417,COMPUTER NETWORKS,"Agrawala, A.",Fall 2016,0101,863,1,83
CMSC417,COMPUTER NETWORKS,"Agrawala, A.",Fall 2017,0101,863,1,68
CMSC417,COMPUTER NETWORKS,"Agrawala, A.",Fall 2018,0201,863,1,52
CMSC417,COMPUTER NETWORKS,"Bhattacharjee, S.",Fall 2017,0201,863,1,33
CMSC417,COMPUTER NETWORKS,"Bhattacharjee, S.",Fall 2019,0101,863,1,66
CMSC417,COMPUTER NETWORKS,"Bhattacharjee, S.",Fall 2020,0101,863,1,83
CMSC417,COMPUTER NETWORKS,"Bhattacharjee, S.",Spring 2017,0101,863,1,48
CMSC417,COMPUTER NETWORKS,"Dixon, C.",Spring 2016,0101,863,1,59
CMSC417,COMPUTER NETWORKS,"Marsh, M.",Fall 2018,0101,863,1,76
CMSC417,COMPUTER NETWORKS,"Marsh, M.",Spring 2017,0201,863,1,46
CMSC417,COMPUTER NETWORKS,"Marsh, M.",Spring 2018,0201,863,1,79
CMSC417,COMPUTER NETWORKS,"Marsh, M.",Spring 2019,0101,863,1,91
CMSC417,COMPUTER NETWORKS,"Roy, N.",Spring 2020,0101,863,1,126
CMSC420,ADV DATA STRUCTURES,"Filippou, I.",Fall 2019,0101,863,1,143
CMSC420,ADV DATA STRUCTURES,"Marsh, M.",Fall 2020,0101,863,1,151
CMSC420,ADV DATA STRUCTURES,"Marsh, M.",Spring 2020,0101,863,1,168
CMSC420,ADV DATA STRUCTURES,"Marsh, M.",Spring 2020,0301,863,1,140
CMSC420,ADV DATA STRUCTURES,"Marsh, M.",Sum I 2020,0101,863,1,113
CMSC420,ADV DATA STRUCTURES,"Mount, D.",Fall 2019,0201,863,1,139
CMSC420,ADV DATA STRUCTURES,"Mount, D.",Fall 2020,0201,863,1,170
CMSC420,ADV DATA STRUCTURES,"Samet, H.",Fall 2019,0301,863,1,19
CMSC420,ADV DATA STRUCTURES,"Samet, H.",Fall 2020,0301,863,1,47
CMSC420,DATA STRUCTURES,"Davis, L.",Spring 2016,0201,863,1,85
CMSC420,DATA STRUCTURES,"Davis, L.",Spring 2017,0201,863,1,51
CMSC420,DATA STRUCTURES,"Filippou, I.",Fall 2018,0201,863,1,200
CMSC420,DATA STRUCTURES,"Filippou, I.",Spring 2018,0301,863,1,139
CMSC420,DATA STRUCTURES,"Filippou, I.",Spring 2019,0101,863,1,238
CMSC420,DATA STRUCTURES,"Filippou, I.",Sum I 2017,0102,863,1,29
CMSC420,DATA STRUCTURES,"Hugue, M.",Fall 2016,0101,863,1,84
CMSC420,DATA STRUCTURES,"Hugue, M.",Fall 2016,0201,863,1,53
CMSC420,DATA STRUCTURES,"Hugue, M.",Fall 2017,0101,863,1,85
CMSC420,DATA STRUCTURES,"Hugue, M.",Fall 2017,0201,863,1,51
CMSC420,DATA STRUCTURES,"Hugue, M.",Fall 2018,0101,863,1,84
CMSC420,DATA STRUCTURES,"Hugue, M.",Spring 2016,0101,863,1,80
CMSC420,DATA STRUCTURES,"Hugue, M.",Spring 2017,0101,863,1,86
CMSC420,DATA STRUCTURES,"Hugue, M.",Spring 2018,0101,863,1,84
CMSC420,DATA STRUCTURES,"Hugue, M.",Spring 2018,0201,863,1,86
CMSC420,DATA STRUCTURES,"Hugue, M.",Spring 2019,0201,863,1,81
CMSC420,DATA STRUCTURES,"Hugue, M.",Sum I 2016,0101,863,1,59
CMSC420,DATA STRUCTURES,"Hugue, M.",Sum I 2017,0101,863,1,56
CMSC420,DATA STRUCTURES,"Hugue, M.",Sum I 2018,0101,863,1,73
CMSC420,DATA STRUCTURES,"Hugue, M.",Sum I 2019,0101,863,1,67
CMSC420,DATA STRUCTURES,"Samet, H.",Fall 2016,0301,863,1,43
CMSC420,DATA STRUCTURES,"Samet, H.",Fall 2017,0301,863,1,44
CMSC420,DATA STRUCTURES,"Samet, H.",Fall 2018,0301,863,1,38
CMSC420,DATA STRUCTURES,"Subrahmanian, V.",Spring 2017,0301,863,1,85
CMSC421,INTRO ARTIFICIAL INTELLI,"Brule, J.",Sum I 2017,0101,863,1,27
CMSC421,INTRO ARTIFICIAL INTELLI,"Brule, J.",Sum I 2018,0101,863,1,48
CMSC421,INTRO ARTIFICIAL INTELLI,"Daume, H.",Fall 2016,0101,863,1,90
CMSC421,INTRO ARTIFICIAL INTELLI,"Nau, D.",Fall 2017,0101,863,1,85
CMSC421,INTRO ARTIFICIAL INTELLI,"Nau, D.",Fall 2018,0101,863,1,83
CMSC421,INTRO ARTIFICIAL INTELLI,"Nau, D.",Fall 2019,0101,863,1,90
CMSC421,INTRO ARTIFICIAL INTELLI,"Perlis, D.",Spring 2016,0101,863,1,86
CMSC421,INTRO ARTIFICIAL INTELLI,"Perlis, D.",Spring 2017,0101,863,1,85
CMSC421,INTRO ARTIFICIAL INTELLI,"Perlis, D.",Spring 2018,0101,863,1,50
CMSC421,INTRO ARTIFICIAL INTELLI,"Perlis, D.",Spring 2019,0101,863,1,113
CMSC421,INTRO ARTIFICIAL INTELLI,"Reggia, J.",Spring 2018,0201,863,1,83
CMSC421,INTRO ARTIFICIAL INTELLI,"Regli, W.",Fall 2020,0101,863,1,143
CMSC421,INTRO ARTIFICIAL INTELLI,"Tokekar, P.",Spring 2020,0101,863,1,95
CMSC422,INTRO MACHINE LEARNING,"Carpuat, M.",Spring 2016,0101,863,1,75
CMSC422,INTRO MACHINE LEARNING,"Carpuat, M.",Spring 2017,0101,863,1,86
CMSC422,INTRO MACHINE LEARNING,"Carpuat, M.",Spring 2018,0101,863,1,87
CMSC422,INTRO MACHINE LEARNING,"Duraiswami, R.",Fall 2019,0201,863,1,94
CMSC422,INTRO MACHINE LEARNING,"Duraiswami, R.",Fall 2020,0201,863,1,95
CMSC422,INTRO MACHINE LEARNING,"Duraiswami, R.",Spring 2017,0201,863,1,40
CMSC422,INTRO MACHINE LEARNING,"Feizi-Khankandi, S.",Spring 2019,0101,863,1,64
CMSC422,INTRO MACHINE LEARNING,"Feizi-Khankandi, S.",Spring 2020,0201,863,1,95
CMSC422,INTRO MACHINE LEARNING,"Huang, F.",Spring 2018,0201,863,1,88
CMSC422,INTRO MACHINE LEARNING,"Jacobs, D.",Fall 2017,0201,863,1,88
CMSC422,INTRO MACHINE LEARNING,"Jacobs, D.",Fall 2019,0101,863,1,82
CMSC422,INTRO MACHINE LEARNING,"Jacobs, D.",Fall 2020,0101,863,1,94
CMSC422,INTRO MACHINE LEARNING,"Reggia, J.",Fall 2017,0101,863,1,88
CMSC422,INTRO MACHINE LEARNING,"Reggia, J.",Spring 2019,0201,863,1,79
CMSC422,INTRO MACHINE LEARNING,"Reggia, J.",Spring 2020,0101,863,1,101
CMSC422,INTRO MACHINE LEARNING,"Regli, W.",Fall 2018,0201,863,1,70
CMSC422,INTRO MACHINE LEARNING,"Subrahmanian, V.",Fall 2016,0101,863,1,85
CMSC423,"BIOINFO ALGS, DB, TOOLS","Corrada Bravo, H.",Spring 2017,0101,863,1,49
CMSC423,"BIOINFO ALGS, DB, TOOLS","Leiserson, M.",Spring 2018,0101,863,1,66
CMSC423,"BIOINFO ALGS, DB, TOOLS","Leiserson, M.",Spring 2019,0101,863,1,87
CMSC423,"BIOINFO ALGS, DB, TOOLS","Patro, R.",Spring 2020,0101,863,1,93
CMSC423,"BIOINFO ALGS, DB, TOOLS","Pop, M.",Fall 2016,0101,863,1,54
CMSC423,"BIOINFO ALGS, DB, TOOLS","Pop, M.",Fall 2017,0101,863,1,78
CMSC423,"BIOINFO ALGS, DB, TOOLS","Pop, M.",Fall 2018,0101,863,1,89
CMSC423,"BIOINFO ALGS, DB, TOOLS","Pop, M.",Fall 2019,0101,863,1,95
CMSC423,"BIOINFO ALGS, DB, TOOLS","Pop, M.",Fall 2020,0101,863,1,82
CMSC424,DATABASE DESIGN,"Abadi, D.",Spring 2018,0101,863,1,174
CMSC424,DATABASE DESIGN,"Abadi, D.",Spring 2019,0101,863,1,94
CMSC424,DATABASE DESIGN,"Deshpande, A.",Fall 2016,0201,863,1,85
CMSC424,DATABASE DESIGN,"Deshpande, A.",Fall 2020,0101,863,1,164
CMSC424,DATABASE DESIGN,"Deshpande, A.",Spring 2020,0101,863,1,153
CMSC424,DATABASE DESIGN,"Keleher, P.",Fall 2017,0201,863,1,87
CMSC424,DATABASE DESIGN,"Keleher, P.",Fall 2019,0101,863,1,151
CMSC424,DATABASE DESIGN,"Keleher, P.",Spring 2017,0201,863,1,76
CMSC424,DATABASE DESIGN,"Roussopoulos, N.",Fall 2016,0101,863,1,74
CMSC424,DATABASE DESIGN,"Roussopoulos, N.",Fall 2017,0101,863,1,78
CMSC424,DATABASE DESIGN,"Roussopoulos, N.",Fall 2018,0101,863,1,74
CMSC424,DATABASE DESIGN,"Roussopoulos, N.",Spring 2016,0101,863,1,68
CMSC424,DATABASE DESIGN,"Roussopoulos, N.",Spring 2017,0101,863,1,39
CMSC425,GAME PROGRAMMING,"Eastman, R.",Fall 2019,0101,863,1,67
CMSC425,GAME PROGRAMMING,"Eastman, R.",Spring 2018,0201,863,1,28
CMSC425,GAME PROGRAMMING,"Eastman, R.",Spring 2019,0101,863,1,80
CMSC425,GAME PROGRAMMING,"Eastman, R.",Spring 2020,0101,863,1,90
CMSC425,GAME PROGRAMMING,"Miller, S.",Fall 2020,0101,863,1,85
CMSC425,GAME PROGRAMMING,"Mount, D.",Fall 2018,0101,863,1,84
CMSC425,GAME PROGRAMMING,"Mount, D.",Spring 2016,0101,863,1,52
CMSC425,GAME PROGRAMMING,"Mount, D.",Spring 2017,0101,863,1,50
CMSC425,GAME PROGRAMMING,"Mount, D.",Spring 2018,0101,863,1,50
CMSC426,COMPUTER VISION,"Aloimonos, J.",Fall 2018,0101,863,1,65
CMSC426,COMPUTER VISION,"Aloimonos, J.",Fall 2019,0101,863,1,77
CMSC426,COMPUTER VISION,"Aloimonos, J.",Fall 2020,0101,863,1,144
CMSC426,COMPUTER VISION,"Aloimonos, J.",Spring 2018,0101,863,1,67
CMSC426,COMPUTER VISION,"Castillo, C.",Fall 2018,0201,863,1,40
CMSC426,COMPUTER VISION,"Castillo, C.",Spring 2020,0101,863,1,85
CMSC426,COMPUTER VISION,"Fermuller, C.",Spring 2019,0101,863,1,41
CMSC426,COMPUTER VISION,"Teli, M.",Fall 2019,0201,863,1,44
CMSC426,COMPUTER VISION,"Teli, M.",Spring 2019,0101,863,1,41
CMSC426,COMPUTER VISION,"Teli, M.",Spring 2020,0201,863,1,47
CMSC426,IMAGE PROCESSING,"Aloimonos, J.",Fall 2016,0101,863,1,47
CMSC426,IMAGE PROCESSING,"Aloimonos, J.",Spring 2016,0101,863,1,36
CMSC426,IMAGE PROCESSING,"Davis, L.",Fall 2017,0101,863,1,52
CMSC426,IMAGE PROCESSING,"Jacobs, D.",Spring 2017,0101,863,1,42
CMSC427,COMPUTER GRAPHICS,"Eastman, R.",Fall 2017,0101,863,1,32
CMSC427,COMPUTER GRAPHICS,"Eastman, R.",Fall 2020,0101,863,1,49
CMSC427,COMPUTER GRAPHICS,"Khan, Z.",Spring 2017,0101,863,1,45
CMSC427,COMPUTER GRAPHICS,"Zwicker, M.",Fall 2018,0101,863,1,29
CMSC427,COMPUTER GRAPHICS,"Zwicker, M.",Fall 2019,0101,863,1,30
CMSC427,COMPUTER GRAPHICS,"Zwicker, M.",Spring 2018,0101,863,1,13
CMSC430,INTRO TO COMPILERS,"Calderon, J.",Fall 2020,0101,863,1,87
CMSC430,INTRO TO COMPILERS,"Foster, J.",Fall 2016,0101,863,1,52
CMSC430,INTRO TO COMPILERS,"Gilray, T.",Fall 2017,0101,863,1,49
CMSC430,INTRO TO COMPILERS,"Petroni, N.",Fall 2018,0201,863,1,53
CMSC430,INTRO TO COMPILERS,"Van Horn, D.",Fall 2019,0101,863,1,84
CMSC430,INTRO TO COMPILERS,"Van Horn, D.",Spring 2016,0101,863,1,48
CMSC430,INTRO TO COMPILERS,"Van Horn, D.",Spring 2017,0101,863,1,50
CMSC433,PROG LANG TECH & PDGMS,"Cleaveland, W.",Fall 2016,0101,863,1,88
CMSC433,PROG LANG TECH & PDGMS,"Cleaveland, W.",Fall 2017,0101,863,1,88
CMSC433,PROG LANG TECH & PDGMS,"Cleaveland, W.",Spring 2016,0101,863,1,80
CMSC433,PROG LANG TECH & PDGMS,"Cleaveland, W.",Spring 2017,0101,863,1,84
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Fall 2018,0101,863,1,167
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Fall 2019,0101,863,1,153
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Fall 2019,0201,863,1,51
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Fall 2020,0101,863,1,204
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Spring 2018,0101,863,1,155
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Spring 2019,0101,863,1,155
CMSC433,PROG LANG TECH & PDGMS,"Mamat, A.",Spring 2020,0101,863,1,152
CMSC433,PROG LANG TECH & PDGMS,"Marsh, M.",Fall 2019,0101,863,1,153
CMSC433,PROG LANG TECH & PDGMS,"Marsh, M.",Fall 2019,0201,863,1,51
CMSC433,PROG LANG TECH & PDGMS,"Marsh, M.",Spring 2019,0201,863,1,38
CMSC434,INTRO HMN-CMP INTERACTN,"Froehlich, J.",Fall 2016,0101,863,1,49
CMSC434,INTRO HMN-CMP INTERACTN,"Froehlich, J.",Spring 2016,0101,863,1,48
CMSC434,INTRO HMN-CMP INTERACTN,"Gilkeson, J.",Spring 2018,0101,863,1,45
CMSC434,INTRO HMN-CMP INTERACTN,"Gilkeson, J.",Spring 2020,0301,863,1,50
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Fall 2018,0201,863,1,44
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Fall 2020,0101,863,1,56
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Fall 2020,0201,863,1,56
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2017,0101,863,1,53
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2017,0201,863,1,48
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2018,0301,863,1,50
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2019,0201,863,1,53
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2019,0301,863,1,54
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2020,0101,863,1,54
CMSC434,INTRO HMN-CMP INTERACTN,"Golub, E.",Spring 2020,0201,863,1,54
CMSC434,INTRO HMN-CMP INTERACTN,"Paul, C.",Fall 2017,0101,863,1,46
CMSC434,INTRO HMN-CMP INTERACTN,"Peng, H.",Fall 2019,0101,863,1,96
CMSC434,INTRO HMN-CMP INTERACTN,"Sazawal, V.",Fall 2018,0101,863,1,88
CMSC434,INTRO HMN-CMP INTERACTN,"Sazawal, V.",Spring 2018,0201,863,1,72
CMSC434,INTRO HMN-CMP INTERACTN,"Sazawal, V.",Spring 2019,0101,863,1,87
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2016,0101,863,1,50
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2017,0101,863,1,48
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2018,0101,863,1,47
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2019,0101,863,1,39
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2020,0101,863,1,45
